"X","tweet_text","directed_at","tweet_sentiment"
8899,"@mention You could buy a new iPad 2 tmrw at the Apple pop-up store at #sxsw: {link}",NA,"positive"
8900,"@mention you could win a #sony Xperia play before you can buy it later today at #SXSW details here #android",NA,"neutral"
8901,"Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",NA,"positive"
8902,"@mention you give away that iPad yet.... ? #sxsw",NA,"neutral"
8903,"@mention you going to #Google announcement @mention #SXSW today? would love your realtime reaction to #Circles. {link}",NA,"neutral"
8904,"@mention You guys should do this &amp; give me the iPad you win :) &quot;@mention CBS, SCVNGR Launch Spy Game at SXSW - {link} #sxsw&quot;",NA,"neutral"
8905,"@mention you know...they sell apple products at places other than #sxsw... just sayin.",NA,"neutral"
8906,"@mention you might also appreciate new iPhone app tweetcaster. Zip it feature let's you hide ANY keywords or hashtag, incl of course #sxsw :)","iPad or iPhone App","positive"
8907,"@mention You realize I'm still padless? I just gave away a case at #bmm with @mention - need to win the next iPad first. #sxsw","iPad","positive"
8908,"@mention you should find @mention or...you can go purchase the new ipad2 at the #sxsw apple kiosk",NA,"neutral"
8909,"@mention You should get the iPad 2  to save your back from lugging the laptop #SXSW #SXSWMyMistake","iPad","positive"
8910,"@mention you should see the line here at #SXSW in front of the Apple store. Nothing like a tech geek gathering on launch day.","Apple","positive"
8911,"Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?! @mention @mention @mention @mention ;)",NA,"neutral"
8912,"&quot;If you were able to afford to attend  #sxsw or buy an #iPad today, consider saving a few $$$ for #Japan #earthquake relief. #Justsayin&quot; #FF",NA,"neutral"
8913,"@mention you'll be at the google party tonight? Going to try and make it. too many events! #SXSWi #SXSW",NA,"neutral"
8914,"@mention You're not sure how many you ate? That IS a #drunkwalrus. Check out &quot;Gourdoughs&quot; when you're at #sxsw (Google 'em)",NA,"neutral"
8915,"You know you've made it to #sxsw when you see a bunch of grown men hooting over getting the iPad 2","iPad","positive"
8916,"what are your essentials for #SxSW?  Mine? pocket camera, laptop, iPad, extra cords...","iPad","positive"
8917,"@mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link}","iPhone","positive"
8918,"At #SXSW your iphone charger is your best friend.",NA,"neutral"
8919,"At &quot;Your Mom Has an iPad: Designing for Boomers&quot; #sxsw @mention Austin Convention Center {link}",NA,"neutral"
8920,"At &quot;Your Mom Has an iPad&quot; session #yourmom #sxsw",NA,"neutral"
8921,"At &quot;Your Mom Has an iPad&quot; session at #SXSW (@mention ACC - Ballroom B w/ 23 others) {link}",NA,"neutral"
8922,"@mention your PR guy just convinced me to switch back to iPhone. Great #sxsw coverage. #princess","iPhone","positive"
8923,"Cue the hype RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles",NA,"neutral"
8924,"&quot;papyrus...sort of like the ipad&quot; - nice! Lol! #SXSW Lavelle","iPad","positive"
8925,"Diller says Google TV &quot;might be run over by the PlayStation and the Xbox, which are essentially ready today.&quot; #sxsw #diller","Other Google product or service","negative"
8926,"Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.",NA,"neutral"
8927,"#Apple guys screaming and running by line to open the shop #austin #sxsw #ipad2 #crazyco {link}",NA,"neutral"
8928,"Google says the future is all around you! (ie, location and such): {link} #SXSW #CNN",NA,"neutral"
8929,"Google says the future is location, location, location: {link} #SXSW #CNN",NA,"neutral"
8930,"I've always used Camera+ for my iPhone b/c it has an image stabilizer mode. Suggestions for an iPad cam app w/ same feature? #SXSW #SXSWi","iPad or iPhone App","positive"
8931,"Google says: want to give a lightning talk to a #H4ckers audience at #SXSW tonight? Email ben.mcgraw @mention gmail.com for a spot on stage.",NA,"neutral"
8932,"@mention Yup, but I don't have a third app yet. I'm on Android, any suggestions? #SXSW CC: @mention",NA,"neutral"
8933,"Ipad everywhere. #SXSW {link}","iPad","positive"
8934,"Wave, buzz... RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles",NA,"neutral"
8935,"Google's Zeiger, a physician never reported potential AE. Yet FDA relies on physicians. &quot;We're operating w/out data.&quot; #sxsw #health2dev",NA,"neutral"
8936,"Some Verizon iPhone customers complained their time fell back an hour this weekend.  Of course they were the New Yorkers who attended #SXSW.",NA,"neutral"
8937,"地震中だがこっちもびっくり。RT @mention Google Tests “Check-in Offers” At #SXSW {link}",NA,"neutral"
1353,"@mention --&gt; RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link}",NA,"positive"
1809,"It's not a rumor: Apple is opening up a popup store for #SXSW + the #iPad2 launch {link} via @mention @mention @mention",NA,"neutral"
1529,"@mention @mention @mention Google to Launch Major New Social Network Called Circles,rww.to/f6BCEt #sxsw",NA,"neutral"
1377,"I'm sorry, NOT going to the @mention party at #SxSw. ;) iPhone forever!  ;)","iPhone","positive"
2540,"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.","iPad or iPhone App","negative"
575,"“@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw”. Super interesting...","Google","positive"
804,"Google to launch new social network at SXSW?  {link} #google #SXSW",NA,"neutral"
2746,"I can stream #SXSW  on my iPad on SXSW Go",NA,"neutral"
699,"Disliking iPhone twitter auto shortening links for me. #sxsw","iPad or iPhone App","negative"
513,"we're all frankenstein! the amalgamation of our fragmented digital identities, becoming anti-schizophrenic, google as AI. SM is sci-fi #sxsw",NA,"neutral"
1164,"Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW","Google","positive"
1584,"It's on, @mention just walked in to The Industry Party by #GSDM &amp; #Google Austin, TX. #SXSW",NA,"neutral"
2015,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw","Apple","positive"
630,"Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks","iPhone","positive"
896,"Sent from my iPhone? RT @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip",NA,"neutral"
38,"SPIN Play - a new concept in music discovery for your iPad from @mention &amp; spin.com {link} #iTunes #sxsw @mention",NA,"neutral"
1137,"Goals for the day:  Knock out Government talks, Install Android SDK,  &amp; pray that the #Sencha/#PhoneGap workshop does #Android too #SXSW",NA,"neutral"
559,"“@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need","Google","positive"
1303,"if #Apple weren't so cocky, perhaps a separate ipad2 store at #SXSW would have been a good idea. guess they don't need the extra marketing;)","Apple","negative"
2705,"Loving the video of Google Geo geeks skiing at  Lake Tahoe.  #marissagoogle #SXSW",NA,"neutral"
389,"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps.",NA,"neutral"
284,"At #SXSW, Apple schools the marketing experts | CNET - {link}","Apple","positive"
2929,"Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw",NA,"neutral"
1364,"Flipboard, a &quot;social magazine&quot; for the iPad teams up with DuranDuran in Flipboard's &quot;live magazine&quot; for an interview during #sxsw",NA,"neutral"
2055,"Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link}","iPad or iPhone App","positive"
961,"#Apple to Open Pop-Up Shop at #SXSW [REPORT] {link} (via @mention",NA,"neutral"
2787,"Was shocked to see Google showcasing Blogger at #SXSW - thought they completely forgot about that service - or is that just me?",NA,"positive"
1329,"Make sure you see @mention &amp; I at Gaslamp Strip tonight.  Unless you're at #sxsw, in which case bring me back a new iPad.",NA,"neutral"
2808,"After a week of #sxsw I have total iPad envy.  :)   #fb","iPad","positive"
2572,"Fail Whale artist @mention living through the iPad 2 #sxsw {link}","iPad","positive"
2449,"All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!","iPad or iPhone App","positive"
209,"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",NA,"neutral"
2655,"Buy online or wait in line? RT@mention Apple Sets Up Temporary Store for #SXSW {link}",NA,"neutral"
57,"{link} RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",NA,"neutral"
2079,"#sxsw Kawasaki says key to enchantment is likability of @mention trustworthiness of @mention &amp; product of @mention",NA,"neutral"
363,"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc",NA,"neutral"
2131,"Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw","Android App","positive"
900,"Why do we need a &quot;page flip effect&quot; -“like having a fake needle on a cd-player”  #tapworthy #sxsw #iPad",NA,"neutral"
2385,"{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw","iPad","positive"
1322,"Ouch! Who won Google v Bing? @mention with all the respect, the Bing guy was invited just because they had to fill the third chair?#sxsw","Google","positive"
1949,"@mention An iPad is cheaper than most laptops. #newsapps #sxsw","iPad","positive"
1540,"@mention @mention $ #tweethouse #ipad #sxsw #dotco",NA,"neutral"
154,"Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle",NA,"neutral"
2217,"Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link}","Apple","positive"
2490,"@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?",NA,"neutral"
226,"Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google",NA,"neutral"
2381,"#bjdproductions #Lightbox_Photos Wants To Be Your New #Android Camera App (#SXSW) {link} #tech",NA,"neutral"
2516,"Just got down at the Android Party for #sxsw #AndroidSXSW here's the painting, time to blahzay! {link}",NA,"neutral"
338,"The queue at the apple pop-up store #sxsw {link}",NA,"neutral"
29,"The new #4sq3 looks like it is going to rock. Update for iPhone and Android should push tonight http://bit.ly/etsbZk #SXSW #KeepAustinWeird","iPad or iPhone App","positive"
371,"“@mention Black or white iPad?  #sxsw #iPad2” that is the question....",NA,"neutral"
2485,"#android dev meetup was mostly ppl looking for devs. Good skill to learn if you havent already. #SXSW #mccannsxsw","Android","positive"
375,"Is anyone bringing their iPad vs. their computer to #sxsw?",NA,"neutral"
2503,"Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw",NA,"neutral"
2745,"#Apple steals the show (again), with pop-up #marketing at #SXSW--&gt; {link}","Apple","positive"
187,"☺ We love 2 entertain you…Please don’t be grateful! ☼ {link} Ω #edchat #musedchat #sxsw #sxswi #classical #newTwitter",NA,"neutral"
1621,"#SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}","Apple","positive"
617,"T-minus 6 hours: social media mavens start performing degrading sex acts for an iPhone charge. #SXSW",NA,"neutral"
873,"Bummed to miss #SXSW this year, but we're all quarantined with the same kiddie cold, and I have GarageBand on my iPad to comfort me. #fb","iPad","positive"
270,"Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link}",NA,"neutral"
664,"NFC to be included on iPhone 5? Maybe.... #sxsw",NA,"neutral"
2430,"#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. {link} #iphone #sxsw","iPhone","positive"
2427,"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}",NA,"neutral"
2816,"If you prefer your news on iPhone, iPad or Droid, @mention has apps for that. @mention @mention &amp; @mention all on mobile apps now. #SXSW","iPad or iPhone App","positive"
2765,"woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!","Other Google product or service","positive"
1909,"I just realized that I havnt used my laptop since Thursday. Pure #iPhone with a sprinkle of the #iPad2 on top. #Apple #SXSW","iPhone","positive"
905,"“@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} -fin'ly!",NA,"neutral"
2615,"If you are heading to #sxsw make sure you have the @mention holler gram  {link}",NA,"neutral"
496,"#technews Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Tech_News #Apple #Social_Search #SXSW #tech",NA,"neutral"
2290,"RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.",NA,"neutral"
2136,"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",NA,"neutral"
774,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention @mention",NA,"neutral"
611,"Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh",NA,"neutral"
1738,"Head to 605 for a chance to win RT @mention Almost time to enter to win an iPad 2 at the #EMC booth in the #SXSW exhibit hall! @mention",NA,"neutral"
541,"I have to go to SXSW next year! RT @mention Apple to open temporary store at #SXSW {link}",NA,"neutral"
2,"@jessedee Know about @fludapp ? Awesome iPad/iPhone app that you'll likely appreciate for its design. Also, they're giving free Ts at #SXSW","iPad or iPhone App","positive"
2525,"For friends at #SXSWi - New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",NA,"neutral"
780,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw",NA,"neutral"
2346,"SXSW – Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #Rackspace #sxsw #Top_News",NA,"neutral"
2302,"#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha","Apple","negative"
212,"Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw",NA,"neutral"
583,".@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW RT @mention",NA,"neutral"
1962,"At #SXSW and need to get your iPad 2 right away? Apple is opening a pop-up store for you at West 6th &amp; Congress: {link}",NA,"neutral"
1094,"There are still iPad 2s to be had, at least at the #sxsw pop-up Apple store. @mention just bought one.","iPad","positive"
1251,"Social Is Too Important For #Google To Screw Up With A Big Launch Circus {link} #socialmedia #sxsw",NA,"neutral"
1990,"Austinl fans: RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight",NA,"neutral"
2386,"Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. In Austin at 6th &amp; Congress. {link}",NA,"neutral"
497,"il CEO di flipboard annuncia la versione iPhone “@mention @mention next platform for Flipboard is the iPhone Team started working on it #SXSW",NA,"neutral"
1669,"Lightbox #Photos Wants To Be Your New #Android #Camera #App (#SXSW) {link}",NA,"neutral"
938,"Wow, lots of the #SXSW audience haven't seen the 3D vector panning in Google Maps for Mobile - gasps of appreciation","Other Google product or service","positive"
2121,"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",NA,"neutral"
2352,"My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw","iPad","positive"
1923,"And. I'm also gonna Google #SXSW so I will finally know what that means. Been seeing it pass by on Twitter enough times now. Gotta find out.",NA,"neutral"
2288,"Bisot™ location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",NA,"neutral"
2716,"New iPhone, new iPad 2, and they come running as fast as they can, cuz every girl crazy about a sharp Mac man... *strums guitar*  #SXSW","iPhone","positive"
1160,"Unveiling the pop-up Apple store in the Scarborough Building! #SXSW  {link}","Apple","positive"
1595,"Yeay! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Masha {link}","iPad or iPhone App","positive"
125,"The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile","iPad","positive"
285,"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail","Apple","positive"
1537,"#Awesome @mention &amp; @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",NA,"neutral"
2016,"At SXSW, Apple schools the marketing experts {link}  #SXSW","Apple","positive"
816,"Is Google launching a new social network (called Circles) today at #SXSW? {link}",NA,"neutral"
2174,"Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in",NA,"neutral"
250,"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",NA,"neutral"
2751,"Several years too late? I think the trend of social apps is over... @mention  #sxsw #google #circles #conversation @mention","iPad or iPhone App","negative"
32,"You must have this app for your iPad if you are going to #SXSW http://itunes.apple.com/us/app/holler-gram/id420666439?mt=8 #hollergram","iPad or iPhone App","positive"
424,"Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw","iPad","positive"
2595,"Sweet! The convore iPhone app is ready for #sxsw : {link}","iPad or iPhone App","positive"
1792,"Enjoying a Google ice cream sandwich at the GSD&amp;M party...with an edible wrapper! #welivehere #gsdm #SXSW  {link}","Google","positive"
1562,"Google's @mention envisions location-based future {link} #SXSW #location {link}",NA,"neutral"
2083,"Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches",NA,"negative"
202,"#SXSW day 5 at the #apple store and there's still a line...and growing {link}","Apple","positive"
1744,"#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link} via @mention","iPad or iPhone App","negative"
484,"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}","iPad","positive"
556,"“@mention Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagb”",NA,"neutral"
422,"Did Apple deliberately chose March 11 for the iPad 2 availability knowing that a large chunk of their customer base will be at #SXSW?",NA,"neutral"
1581,"Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il","iPhone","positive"
527,"Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw",NA,"neutral"
2818,"Like in Vegas during #CES, the iPhone is best used as a hand warmer at #SXSW.","iPhone","negative"
369,"Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW","Google","negative"
546,"If you’re going to #SXSW and want to talk about HTML and CSS, catch @mention from the Google Webmaster Team.",NA,"neutral"
2061,"iPhone sharing???? #sxsw #shareable",NA,"neutral"
1432,"Of course! RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white",NA,"neutral"
1854,"Is the iPad 2 out yet in USA? Or will it be during #SxSW?",NA,"neutral"
1642,"Ideally, &quot;Google logos bring people together socially.&quot; @mention (creative lead for the google doodle team) #gsdm #googledoodle #sxsw","Google","positive"
2686,"Yay!  Love the iPad 2!  Perfectly portable for all of the travel we've been doing!  Thanks #sxsw pop-up store!","iPad","positive"
751,"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.","Other Google product or service","positive"
1660,"@mention #hollergram app is killing it at #sxsw {link}","iPad or iPhone App","positive"
732,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN","Google","negative"
2338,"Pretty excited for my iPhone to stop working #sxsw #AT&amp;T","iPhone","negative"
818,"We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dancing today {link}",NA,"neutral"
2470,"I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.","iPad","positive"
2922,"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;","Google","positive"
887,"Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}","Apple","positive"
1083,"We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone","iPhone","positive"
1053,"google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw","Google","positive"
2662,"#SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!","Google","positive"
694,"Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link}","iPad or iPhone App","positive"
1617,"@mention @mention Will bring great toys and demos, thanks for including us.  And look for the #SXSW booth - right next to Google!",NA,"neutral"
2249,"We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+",NA,"neutral"
2928,"Google smentisce novità in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link}",NA,"neutral"
1392,"OH: &quot;While we're here we should check out this new iPad 2 'thing'.&quot; #SXSW #strangeproblems","iPad","positive"
655,"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others","Android App","positive"
2761,"Help me decide which panel to go to next: Future of Social Photography or Google Doodles: Burning Man to Pac-Man and Beyond. #sxsw",NA,"neutral"
1636,"@mention &amp; I just finished a mad dash to complete an iPad-formatted web app for a client that'll be showing it off at #SXSW. It's been fun.",NA,"neutral"
1326,"SXSW Ppl: You are our last hope of finding the monkey fucker who created the iPad bot that stalks me on twitter everytime i type iPad #SXSW",NA,"neutral"
2176,"Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw","Other Google product or service","positive"
1679,"#checkin #SXSW #crowley ~ #Google in the social space...don't know when, or what it's going to look like.",NA,"neutral"
2911,"Video: @mention Playbook in action at #SXSW - {link} iPad still wins.","iPad","positive"
161,"Essential #sxsw tools: {link}",NA,"neutral"
1908,"Sudden realization in session news publishers have the same questions about iPad design &amp; only share ideas via the App Store #sxsw #sxswi",NA,"neutral"
2341,"We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store","iPad","positive"
1722,"Going to #SXSW? Sign up for Filmaster iPhone app with code &quot;SXSW&quot; to get a cool t-shirt on site: {link}",NA,"neutral"
2056,"@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.","iPhone","negative"
2830,"Apple's release of the iPad 2 during #sxsw is a huge win especially for international attendees in town for the show.","iPad","positive"
2657,"1/4 of the people in line for the iP*d 2 #SXSW (@mention Apple Store, SXSW) {link}",NA,"neutral"
540,"I need to go to #sxsw. but i have 7-mo. old. no sitter. know where to score apple-martin-like #babyheadphones ?",NA,"neutral"
208,"“@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on",NA,"neutral"
2101,"I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2","Apple","positive"
684,"the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2","iPad","negative"
966,"#Apple to open pop-up shop at #SXSW:  {link}",NA,"neutral"
997,"Check out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW. #SXSW #sxsw15 #sxswiC",NA,"neutral"
1274,".@mention used @mention 's @mention iPad app as an example of good navigation! #UXDes #sxsw {link}","iPad or iPhone App","positive"
189,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw","iPad","negative"
2690,"Front Gate Tickets Present The Morning After Party 3/18 https://sites.google.com/site/frontgatesxsw11/ #SXSW Music",NA,"neutral"
756,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",NA,"neutral"
567,"“@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw” @mention",NA,"neutral"
2440,"Interested to see what Google will have to show off when they unveil #Circles at #sxsw.",NA,"neutral"
1513,"me too :-) RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link}","iPad","positive"
2453,"First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times",NA,"positive"
1623,"Nice! RT @mention Wiebe walking through conceptual graphing {link} #sxsw",NA,"neutral"
519,"Any of my friends at SxSW willing to pick me up an iPad - will pay a premium. DM me #sxsw #atl {link}","iPad","positive"
2099,"Can't be at #sxsw? download their free music mix on itunes {link}",NA,"neutral"
984,"Watch how people interact with information... it be different, bigger, smaller... #touchingstories #iPad and/or #tablet #SXSW",NA,"neutral"
1114,"Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw","Other Google product or service","positive"
173,"I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link}","iPad","positive"
2252,"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",NA,"neutral"
1848,"Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz",NA,"neutral"
737,"iPhone, I know this #SXSW week will be tough on your already-dwindling battery, but so help me Jeebus if you keep correcting my curse words.","iPhone","negative"
980,"The brown paper on the windows as the line grows at the #SXSW PopUp Apple Store by Gold's Gym at Sixth &amp; Congress. {link}",NA,"neutral"
2103,"I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention","Apple","positive"
1100,"Great new support for web fonts @mention here at #SXSW #google","Other Google product or service","positive"
521,"Person in front of me just took a picture with his new iPad #sxsw","iPad","positive"
644,"Practical ideas on android development - Bit.ly/androidhig - #sxsw",NA,"neutral"
1597,"Damn you @mention party, for walking me past the Apple Store last night. #sxsw",NA,"neutral"
1589,"@mention @mention NC is buzzing #iPad2 but geekdom in Austin #SXSW will elevate, smart # Apple.","Apple","positive"
659,"If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",NA,"neutral"
2128,"The Spasmatics are rockin' it at the ACLU / Google party. #sxsw","Google","positive"
1609,"Woot! RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW","iPhone","positive"
976,"Confusion over Google Circles. Google claim Circles is not being released at #sxsw and is not even in development. {link}",NA,"neutral"
1290,"☺ Why Are We Better Than #Google? ☼ {link} Ω #edchat #musedchat #sxsw #sxswi #classical #newTwitter",NA,"negative"
1413,"toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}",NA,"neutral"
1646,"#sxsw -- &quot;The shape of city will expand/contract with real time data&quot;.  Google developer encourages audience to google &quot;mapping Japan&quot;.",NA,"neutral"
446,"“@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link}",NA,"neutral"
132,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",NA,"neutral"
2293,"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",NA,"neutral"
15,"Great #sxsw ipad app from @madebymany: http://tinyurl.com/4nqv92l","iPad or iPhone App","positive"
2678,"The #apple store popped up at #sxsw with a huge crowd waiting for the geek dreams to come true.  {link}","Apple","positive"
2793,"Just picked up white iPad 2 Pop up Apple Store #SXSW",NA,"neutral"
431,"Taking in Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",NA,"neutral"
1191,"#SXSW Pro Tip: Remove access to corporate twitter account from iPhone by 4pm each day.",NA,"neutral"
1982,"Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw","iPhone","neutral"
1249,"Available today, @mention mobile apps for #iPhone #Android #Blackberry and #windowsmobile w/ Facebook. More info: {link} #SXSW",NA,"neutral"
1747,"#SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link} via @mention @mention",NA,"negative"
814,"Google to launch their own social network today @mention #sxsw. Update status, share videos &amp; photos with a Circle of friends. {link}",NA,"neutral"
