"tweet_text","tweet_sentiment"
"RT @SupermanHotMale: Lying sack of crap #GopDebates http://t.co/cYWUM8mQ6r","negative"
"RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates","negative"
"What's with Rubio's ears? #GOPDebates","neutral"
"#Rubio is the junior at the Dad's man cave. He can't break out. #GOPDebates","negative"
"RT @bbowers1906: Trump's hand gestures are second to those of the season one Power Rangers #GOPDebates","negative"
"#Huckabee seriously can't go a debate or interview without mentioning pimps and/or prostitutes. #GOPDebates","negative"
"This moderator is probably pure evil and pisses on puppies in the morning, but his faces to the camera are hysterical #GOPDebates","negative"
"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates","negative"
"@realDonaldTrump is the new @SarahPalinUSA #GOPDebates","negative"
"WE CAN FILE FOR BANKRUPTCY ON 19 TRILLION DOLLARS. How cool is that. #GOPDebate #GOPDebates","neutral"
"RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. #GOPDebates","negative"
"RT @winkbarry: Take care of people who've worked hard and played by the rules? #WRONG #Christie! You're not paying into NJ pension. #GOPDebÛ_","negative"
"RT @SupermanHotMale: Number 1 Union Buster and ememy of working folks everywhere #GopDebates http://t.co/XP5UqTWsKu","negative"
"Thanks Fox News, you're raising @realDonaldTrump 's ratings. _Ùà¼_Ùàü #GOPDebate  #GOPDebates","positive"
"I love that even the Fox News hosts can't believe the applause Trump gets with each answer #GOPDebates","positive"
"Wow #Trump you've taking advantage of the laws in the country you want to run? So you're an honest man? #GOPDebates #Republicandebate","positive"
"ÛÏThis country owes 19 trillion dollars and we need someone like me to fix this messÛ ÛÒ Donald Trump #GOPDebates","positive"
"RT @AFP_NH: Another issue that's hindering middle income and small biz growth in the nation is burdensome regulations from the #EPA. #GOPDeÛ_","negative"
"Donald Trump obviously has hearing loss at the upper end of his range, because he can't seem to hear the beeping of the timer. #GOPdebates","negative"
"Donald Trump is @eddiepepitone's best character ever. #GOPDebates","negative"
"RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF","negative"
"The only thing ""illegals and prostitutes"" have in common is that their both better than u Mike Huckabee #GOPDebates","negative"
"You wanna tax pimps?! #BNRDebates #GopDebate #GopDebates #debate http://t.co/K5rvFB2vbZ","neutral"
"Oh, Trump, Trump, Trump...#GOPDebates","neutral"
"Is this a debate or just ""good TV""?? #GOPdebates","neutral"
"what about the issues on the VA and our veterans? #GopDebates","negative"
"The U.S. is $19,000,000,000,000 in debt #GOPDebates","neutral"
"RT @mostwiselatina: #LatinosListen #GOPDebates
What is wrong with this picture? One A/A man. And no women. We make up 52% of population. htÛ_","negative"
"#GOPDebates Trump sidestepping his 4 corporate bankruptcies of which he is evidently proud.","negative"
"What really am I watching? _Ù÷_ #GOPDebates","neutral"
"Yup. GONE! #GOPDebates  https://t.co/blsTL0JtKT","negative"
"RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates","negative"
"RT @Jacque_s_: I took advantage of the law, so has everyone else. I deserve to be president. 

NO YOU DO NOT. #GOPDebateS","negative"
"RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV","neutral"
"So Trump is rich? #GOPDebates","neutral"
"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.cÛ_","negative"
"RT @NateHood257: ""Why can't everybody else be as skilled at manipulating loopholes to screw over their investors as me? It's not my fault!""Û_","neutral"
"So #donaldtrump apparently thinks it's ok to default on creditors if they're not nice people.  or ""not babies"".  #gopdebates","negative"
"Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV","neutral"
"RT @HannahKeowen: DONALD TRUMPS HAIR LOOKS LIKE COTTON CANDY #GOPDebates","negative"
"RT @averykayla: ""Pimps are prostitues"" I now have to chug all my wine didn't think that was gonna make it in #GOPDebates","negative"
"Fox seems to be doing a hit job for GOP on @realDonaldTrump #gopdebates","negative"
"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#Û_","negative"
"Trump - ""I had the good sense to take MY money and run. Screw y'all"" #GOPDebates","neutral"
"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates","negative"
"RT @ncsr18: Muppet show. #GOPdebates","negative"
"FYI...I'm watching the debates on DVR.   Here comes my posts and tweets.  #GOPDebates","neutral"
"""Trump is the human version of a cankle"" @TheRealOdeya #GOPDebates","negative"
"RT @Leslie_Muse: I might be ambivalent about the current Democratic candidates, but I sure as hell am not ambivalent about voting for a DemÛ_","negative"
"Trump is like a petulant child #GOPDebates","negative"
"#GOPDebates GO TRUMP!!! Love his honestly!!!!","positive"
"RT @abs_tellthetale: You're not a successful pimp if you have to depend on Social Security. #GOPDebates","negative"
"How much do voters care that lenders lost money on @realDonaldTrump bankruptcies? #GOPdebates #LZDebates","negative"
"RT @cheeriogrrrl: The men on this stage think they're capable of making decisions about women's health care,when they don't believe in #sciÛ_","negative"
"RT @viadear: Huckabee wants to improve our economy by taxing, ""pimps and prostitutes who are freeloaders."" 

We're in trouble, America. #GOÛ_","negative"
"Is this episode of the apprentices #GOPDebates","negative"
"Trump is a victim! I use the laws just like hundreds and hundreds of people! #GOPDebates","negative"
"Let's talk about how big my company is and how many employers I have. @realDonaldTrump #GOPDebates","negative"
"Tell 'em Trump #GOPDebates @cspanwj","positive"
"Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF","negative"
"Trump's hand gestures are second to those of the season one Power Rangers #GOPDebates","negative"
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive"
"#GOPdebates where the bell doesn't mean a thing #dingdingding _Ù÷â","negative"
"Trump proving to be a stellar statesman.  #not. #GOPDebates","negative"
"RT @NYCdeb8tr: We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9Û_","negative"
"RT @jsc1835: We know you're rich Donald Trump. Really rich. Now can it.
#GOPDebates  #BeerTweets","neutral"
"I might be ambivalent about the current Democratic candidates, but I sure as hell am not ambivalent about voting for a Dem #GOPDebates","neutral"
"""Why can't everybody else be as skilled at manipulating loopholes to screw over their investors as me? It's not my fault!"" #GOPDebates","negative"
"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#Û_","neutral"
"RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates","negative"
"We know you're rich Donald Trump. Really rich. Now can it.
#GOPDebates  #BeerTweets","negative"
"Pimps and drug dealers!!!!! #GOPDebates","negative"
"#Huckabee talking about pimps and prostitutes. #GOPDebates","negative"
"RT @SupermanHotMale: Jeb bush has so many money overlords that he could not ever effectively govern... #BOOM #GOPDebates","negative"
"If only we'd stop getting the candidates we deserve... #GOPdebates","negative"
"""What am I sayiiiiing??"" -Trump

...when he's got a point, he's got a point. #GOPDebates","positive"
"SALACIOUS: relating to sex in a way that is excessive or offensive.
#Huckabee
#GOPDebates","negative"
"Huckabee wants to improve our economy by taxing, ""pimps and prostitutes who are freeloaders."" 

We're in trouble, America. #GOPDebates","negative"
"#GOPdebates Hey Huckabee, I don't think that ""pimps"" &amp; ""prostitutes"" can file for social security benefits based on their jobs...","negative"
"so wait he said he didn't use it and now says ""when I used it?"" #bankruptcy #GOPDebates","negative"
"Never say never. You may go bankrupt one day @realDonaldTrump #GOPDebates","negative"
"DONALD TRUMPS HAIR LOOKS LIKE COTTON CANDY #GOPDebates","negative"
"You're not a successful pimp if you have to depend on Social Security. #GOPDebates","negative"
"Please ask him about the illegal immigrants that work for him #GOPDebates","negative"
"RT @cheeriogrrrl: The men on this stage think they're capable of making decisions about women's health care,when they don't believe in #sciÛ_","negative"
"""I have never gone bankrupt"" WTF???? ""Read My Lips! #GOPDebates #Trump","negative"
"RT @IamMillTalk: And if they don't stop saying #ObamaCare. Affordable Healthcare Act, yo damn #GOPDebates","negative"
"Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates","negative"
"RT @SupermanHotMale: Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates","negative"
"I'm missing the comedy of the year. #GOPdebates","negative"
"Trump struggling to explain bankruptcies. #GOPDebates","negative"
"RT @Popehat: #GOPDebates Cruz: We have to be willing to call it radical ISLAMIC terrorism. We need to make joining ISIS a death warrant.","negative"
"How many times has Trump declared bankruptcy? #SeriousQuestion #GOPDebates","negative"
"Not the pimps and drug dealers #GOPDebates","neutral"
"Finally. The pimps and prostitutes are gonna cover me. #huckabee #gopdebates","negative"
"RT @Republikim1: ""Lying and stealing from American Public has already occurred.""  #Christie  #GOPDebates","neutral"
"RT @NateMJensen: These politicians and former government employees really hate politicians and government. #GOPdebates","negative"
"""So in conclusion - yes I hate America"" -Trump #GOPDebates","negative"
"Take care of people who've worked hard and played by the rules? #WRONG #Christie! You're not paying into NJ pension. #GOPDebates","negative"
"$40 for a blowjob...plus tax. #GOPDebates","negative"
"Huckabee tax plan gonna make it hard out here for the pimps. And the hos. And the drug dealers. #GOPDebates","negative"
"Trump being told about his company's bankruptcies.

#GOPdebates http://t.co/mXK2E4f7os","negative"
"""Pimps are prostitues"" I now have to chug all my wine didn't think that was gonna make it in #GOPDebates","negative"
"Donald Trump's toupee got me feenin for some cotton candy. Mmmm yum. #GOPDebates","negative"
"RT @NYCdeb8tr: We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9Û_","negative"
"Good evening. I didn't watch the #GOPDebates I didn't feel like it.","neutral"
"Who's fault is it, that the system is screwed up. #GOPDebates","negative"
"Gov. Huckabee, end retirement for Congress. I say force them into O-care too. #GOPDebates","negative"
"Mike Huckabee wants to end Congress's retirement plan to save the American people's. And Tax pimps and drug dealers. #GOPDebates","negative"
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive"
"RT @Popehat: #GOPDebates Paul: ""I want to collect more records from terrorists and fewer from Americans.""","negative"
"He was almost to Bitches &amp; hoes. #GOPDebates","negative"
"#pimpsNhoes -Huckabee #GOPDebate #GOPDebates","negative"
"Damn freeloading pimps! #GOPDebates","negative"
"RT @YoungGOPGums: Did Huck just say he wants to protect the SS benefits of pimps and prostitutes? #GOPdebates.","negative"
"""Illegals"", ""prostitutes""...and the dehumanizing racism and misogyny just keep on going #GOPDebates","negative"
"Illegals, prostitutes, and pimps... #GOPDebates","negative"
"RT @EmEps: Everything is the prostitutes' and pimps' fault, right Huckabee? #GOPDebates","negative"
"Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates","negative"
"And if they don't stop saying #ObamaCare. Affordable Healthcare Act, yo damn #GOPDebates","negative"
"RT @jsc1835: Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates","negative"
"YOU GO HUCK. #GOPDebates #tcot","positive"
"So ""illegals"" are on the same level as ""the pimps"". #GOPdebates","negative"
"Glad social security is debated at #gopdebates. Future is now. #gapol","positive"
"If I hear one more crack dealing pimp bragging about collecting social security, I'm really gonna lose it. #GOPDebates","negative"
"Lol and there's the first weird comment of the night #GOPDebates","negative"
"""We need a strong leader to tell the truth and fix it!"" 

#GOPdebates http://t.co/FtKcfyDy0a","neutral"
"Chris Christie apparently gives up. Lol. 

#GOPDebates","neutral"
"Let's hear more about prostitutes and pimps tho #GOPDebates","negative"
"Did Huck just say he wants to protect the SS benefits of pimps and prostitutes? #GOPdebates.","negative"
"Everything is the prostitutes' and pimps' fault, right Huckabee? #GOPDebates","negative"
"""Pimps and prostitutes,"" said Huckabee. #gopdebates #fb","neutral"
"Yep, it's the pimps and drug dealers that are the problem with this country. #GOPDebates","negative"
"Huckabee is the devil. #GOPDebates","negative"
"RT @jsc1835: Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates","negative"
"Huckabee. #GOPDebates http://t.co/Zy12bdUkx9","negative"
"This debate should be about Hillary Clinton &amp; liberal Dems #GOPDebates","neutral"
"2nd 6 pack! #gopdebates gotta drink when listening to bs! http://t.co/qHGgPOaI5A","negative"
"#thereisnoObamaCare it is called the #AffordableCareAct #GOPDebates","negative"
"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#Û_","negative"
"Some of these guys are nailing it, unfortunately @megynkelly put herself at the center of tomorrow's headlines. Pathetic. #GOPDebates","negative"
"Shout out to the white people cheering Huckabee :) #GOPdebates","neutral"
"#Huckabee is against pimps and prostitutes. Got it. #GOPdebates","negative"
"#GOPDebates I'm all for a fair tax but your argument is a little soft #Huckabee","negative"
"RT @SupermanHotMale: Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates","negative"
"@GovMikeHuckabee We worked for that social security. Cut the retirement of Congress before Americans. #GOPDebates","neutral"
"@ChrisChristie Hates cops. #pensions #FOP #ThinBlueLine #GOPDebate #GOPDebates","negative"
"RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul _Ùà¼_Ùàü #GOPDebates  #GOPDebates","negative"
"Huckabee just proposed a pimp tax. #GOPdebates","neutral"
"Christie has only pointed out the problems but hasn't revealed a solution #GOPDebates","negative"
"RT @averykayla: The fundamental problem is @FoxNews and the GOP party #GOPDebates #DebateWIthBernie","negative"
"RT @racquetball54: I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employerÛ_","negative"
"Not Usually In To Politics...But This Is Good Entertainment #GOPDebates","positive"
"It's @ChrisChristie vs. @MikeHuckabeeGOP on Social Security. Nice exchange on both sides. #GOPdebates #LZDebates","positive"
"RT @fergie_spuds: Ben Carson's tithing tax system be like #GOPDebates http://t.co/OxohrZbBWz","negative"
"""Lying and stealing from American Public has already occurred.""  #Christie  #GOPDebates","negative"
"My favorite part of the #GOPDebates is when the candidates pretend not to be the people they are","negative"
"When did you have time to tweet? #GOPDebates  https://t.co/45MSXf6wAM","neutral"
"Who backs manned mission to Mars within 20yrs? Apollo missions,  led to tech jumps &amp; a sense of unity this country needs. #GOPDebates","neutral"
"The fundamental problem is @FoxNews and the GOP party #GOPDebates #DebateWIthBernie","negative"
"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#Û_","neutral"
"We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9QIYJeV","negative"
"RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB","negative"
"politics is so boring when you make it all about rich white straight men. #GOPDebates","negative"
"#GOPdebates Christy just buried Huckabee not that hard","negative"
"Is Senator Scott Walker really @AlecBaldwin? #GOPDebates","neutral"
"ÛÏ@RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. _Ùà¼_Ùàü #GOPDebates  #GOPDebatesÛ nothing for @tedcruz","neutral"
"Government secured bonds are not IOUs.  If they are, no one better tell China.  #gopdebates","negative"
"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates","positive"
"@FoxNews address #PlannedParenthood and the butcher of babies for profit! #GOPDebate #GOPDebates","negative"
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive"
"RT @KellyAnnBraun: OHHHHHHHH F*CK......Bush lies soooo bad.....sorry cussing now----#GOPDebates beating the UNIONS of F*****CCCKKK Noo I knÛ_","negative"
"RT @cheeriogrrrl: Obviously @RogerAiles doesn't want @ScottWalker as #President.  Is everyone okay with @FoxNews selecting the #GOP nomineeÛ_","negative"
"These politicians and former government employees really hate politicians and government. #GOPdebates","negative"
"#GOPDebates If you saved for retirement and paid into social security, you don't get it back because you have 2 much for retirement? Stupid!","negative"
"Huckabee is a travesty. #GOPDEBATES","negative"
"#GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional","negative"
"The #GOPDebates are probably as good a time as any to weigh in on this vital issue: #AprilLives (and #sharknadoyes, @HDTGM )","neutral"
"I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer do. #GOPDebates","negative"
"You wouldn't buy a used car from any of these characters. #GOPdebates","negative"
"RT @Joy__Hart: Slash #SS #medicare said, Chris Christie ...... who will never be President #GopDebates #foxdebate","negative"
"Washington by [at]jonford80 #gopdebates #demselfie. I saw all I needed to see, #randpaul was right about Isis &amp; forÛ_ http://t.co/Tkwyr327oY","positive"
"Huckabee has a look on his face like he'd rather be discussing giving constitutional rights to fetuses.  #gopdebates","negative"
"After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ùà¼_Ùàü #GOPDebates  #GOPDebates","negative"
"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates","positive"
"Mike Huckabee. You've not received the nomination too many times. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate","positive"
"Scott Walker is delusion AF, yo! #GOPDebates","negative"
"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates","positive"
"No he's lying-demagogues do. #Huckster #GOPDebates  https://t.co/z3WecnOXHQ","neutral"
"Watching THE WIRE reruns instead of the #GOPdebates. Twitter is probably the more entertaining way to follow it anyway. #nocable #noproblem","neutral"
"RT @InfamousPCG77: Here's what they think about you, Ben Carson!!!! THEY DON'T LOVE YOU!!!! #GOPDebates http://t.co/1yQzZzEDNN","negative"
"There should be more #GOPDebates ! This is so entertaining!","positive"
"RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexismÛ_","negative"
"RT @jsc1835: Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates","negative"
"#GOPdebates I'm going to say it. Thank god ChrÌ¨s Walâace is there","positive"
"Is the #GOPdebates really an oral version of @CAH ?","negative"
"In terms of substance, @JebBush dominates #GOPdebates","positive"
"Obviously @RogerAiles doesn't want @ScottWalker as #President.  Is everyone okay with @FoxNews selecting the #GOP nominee?  #GOPDebates","negative"
"RT @averykayla: You are now promising free pizza every Friday and no homework ever again! #GOPDebates","negative"
"Privatize everything. Fuck you Chris Christie. #GOPDebates","negative"
"I could never run for president. ""My father was a geophysicist"" doesn't resonate with voters #GOPDebates","negative"
"RT @itsRodT: This silencing of Ben Carson is just one glimpse into why tokenism doesn't work and just how racial hierarchy operates #GOPDebÛ_","negative"
"If politicians would stop raiding the SS/Medicare funds &amp; actual put back what they took out....  #GOPDebates","negative"
"""I'm the only guy on this stage who..."" Is Christie's theme and it's not a bad theme. #GOPDebates","positive"
"Why did I expect anything from these people? Thats my fault. #GOPdebates","negative"
"Moving on from the #GOPDebates to #Rectify Daniel Holden","negative"
"Oh yes please pontificate on social security reform, baby boomers #GOPDebates","negative"
"Thank you O B wan.:)_Ù÷__ÙÔ_ÙÈ #Kasich #GOPDebates  https://t.co/xCpcPx2n8u","positive"
"Christie practiced.  Lots of numbers.  #GOPDebates","positive"
"High lofty expectations! #Jeb Jeb Jeb! Where's #Trump? #GOPDebates","positive"
"Dear Donald Trump... Thank you! #GOPDebates _Ù÷Ï","positive"
"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.cÛ_","negative"
"It's cute how Chris Christie has the Bob's Big Boy haircut #GOPDebates","positive"
"Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPolitician. #GopDebates","negative"
"2015 Future RESULTS of tonight's  #GOPDebate

#GOPDebates 
#GOPUnfit2LeadOrGovern 
#GOPfail 
#gopTroglodytes http://t.co/1vuXsNehkw","negative"
"RT @AnisaLiban: #GOPDebates proved that Women in the US are more likely to be assaulted by men (verbally &amp; physically) than any kind of 'teÛ_","negative"
"Hey did Jeb just push Keystone? Not gonna be popular in fracking states. #GOPDebates #likeweneedmoreoil","negative"
"It's ok Joe.  Rick Perry is watching the #GOPDebates the same way right now. http://t.co/bnXbsOAmsh","neutral"
"I'd be interested to see responses to what people would be willing to do #IfTrumpPaidYou #GOPDebates","neutral"
"Asking about entitlement reform. Might be talking about Bush and Clinton. #GOPdebates","neutral"
"Correct me if I'm wrong, but Scott Walker was pretty much universally hated in Wisconsin after he was elected, right? #GOPDebates","negative"
"#GOPDebates dumb, dumb questions. Get on with it.","negative"
"My mom just texted me black lives don't matter and neither does Black Republican lives #GOPDebates","negative"
"Drink every time @HillaryClinton is mentioned during the #GOPDebates #FOXNEWSDEBATE http://t.co/oPZtAeEGZO","neutral"
"Why has no one mentioned #Cecil ? #CecilTheLion #GOPDebate #GOPDebates @megynkelly","neutral"
"10 men on stage discussing one woman. @HillaryClinton #GOPdebates","negative"
"RT @SupermanHotMale: Hey Jeb Bush, you have nothing to replace ObamaCare with and you give us a break, you fu***ng Asshole. #GopDebates","negative"
"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.cÛ_","negative"
"RT @RWSurferGirl: Rand Paul has William Shatner's old hairpiece from Star Trek 2: The Wrath of Khan. #GOPDebate #GOPDebates","negative"
"@InaMaziarcz Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates","neutral"
"When the #GOPDebates pulls out the double candidate box you KNOW shit is about to get real dirty.   And awesome.","negative"
"RT @SupermanHotMale: Translation, Jeb Bush, I fucked Florida schools so badly they still have not recovered. That is the truth, I live hereÛ_","negative"
"Bush reminds me of his father and brother its dÌ©jÌÊ vu or more like really bad whiplash into the past #GOPDebates #PresidentialDebate #2016","negative"
"@JebBush makes HUGE promises and claims he can create 19million jobs. 3x what daddy and W did combined. #GOPDebates Please don't lie Jeb.","negative"
"Oh dear, Scott Walker is in his fantasy world again.  #GOPDebates","negative"
"RT @hbludman: They'd rather talk about @HillaryClinton than debate the issues. Somewhere Hillary is laughing. #GOPDebates","negative"
"Scott Walker's campaign promises are simply ""aiming high"" #GOPDebates","negative"
"@FoxNews Can't stand much more.  If these 10 are the best of the GOP, I love our chances in 2016 #GOPDebates #UniteBIue","negative"
"Walker: ""The problem is there's too much $ in Washington."" Cut to the Koch Bros stuffing bucks into his back pocket. #GOPDebates","negative"
"Ben Carson's tithing tax system be like #GOPDebates http://t.co/OxohrZbBWz","negative"
"RT @tmservo433: Ben Carson: If I was trying to destroy the country I would divide the people. Now lets talk about my anti-lgbt pro war planÛ_","negative"
"RT @EnzoWestie: Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates","negative"
"Two hours of action movie voiceovers #GOPDebates","negative"
"Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? #GOPdebates","neutral"
"Watching the #debate and waiting for Ashton to run onto the stage.  #GOPDebates","neutral"
"So is he! #GopDebates  https://t.co/mrXsqH8UyK","neutral"
"Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ùà¼_Ùàü #GOPDebate  #GOPDebates","negative"
"#LatinosListen #GOPDebates Good questions, but early","neutral"
"I'm voting for Rand Paul's sassy eye rolling for president. #GOPDebates","neutral"
"Ah... I feel as if I'm going to be white shamed tomorrow. @pattonoswalt @kevin_nealon @CyrusMMcQueen #GOPDebates","negative"
"REAL PEOPLE LIVE IN THOSE COUNTIES GOVERNOR WALKER. #privatesectorArlington #GOPDebates","negative"
"RT @hbludman: They'd rather talk about @HillaryClinton than debate the issues. Somewhere Hillary is laughing. #GOPDebates","negative"
"When Donald Trump calls out Rosie ODonald _ÙÔÎ_Ù__Ù÷â #GOPdebates","positive"
"Kasich is like.....i don't live up to my promises...but people vote for me!  And I am not Barack Obama. #GOPDebates","negative"
"Koch puppet speaking exactly what he's told to say. ""Well done David! ""Well done Charles!"" #GOPDebates","negative"
"I would actually think none of my friends were dumb enough to risk severe alcohol poisoning 

#GOPDebates #FoxDebate #GOPDrinkingGame","neutral"
"RT @tonibirdsong: ""It's time we recognize that The Supreme Court is not the Supreme Being."" - @GovMikeHuckabee #GOPDebates / _Ùà¼_Ùàü","negative"
"Scott Walker. You're also kinda creepy. Cartoon character creepy. It won't happen. @GOP #GOPDebate #GOPDebate2016 #GOPDebates","negative"
"MAKE INSURANCE GO AWAY AND THEN DO SOME OTHER DIFFERENT THING

#JebBush 
#GOPDebates","negative"
"Bring back #DonaldTrump ! I'm bored now! #GOPDebate #GOPDebates","positive"
"These #GOPDebates questions are really good","positive"
"You are now promising free pizza every Friday and no homework ever again! #GOPDebates","neutral"
"Jebby talking changing tax code to fix ""job killers"".  Is that Jebspeak for give corporations more tax breaks?   #GOPDebates","negative"
"This show sucks. I'm going to read a book. #GOPDebates","negative"
"""It's time we recognize that The Supreme Court is not the Supreme Being."" - @GovMikeHuckabee #GOPDebates / _Ùà¼_Ùàü","positive"
"Our present immigration system is a job driver Jebya. #GOPDebates","negative"
"It's no coincidence he is a neurosurgeon! This guy sure has a brain on him! #BenCarson #GOPDdebate #GOPDebates","positive"
"Hey Jeb Bush, you have nothing to replace ObamaCare with and you give us a break, you fu***ng Asshole. #GopDebates","negative"
"Raised right _Ù÷ #GOPDebates http://t.co/KJjluCqBqr","neutral"
"Dr. are you seriously saying that Hillary Clinton is trying to destroy America ? That's ridiculous &amp; and shame on your lies #GOPDebates","negative"
"RT @SupermanHotMale: Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates","negative"
"Looks like the show Survivor taking place in a Brooks Brothers store. #GOPDebates","neutral"
"#GOPDebates Smartest answers in the room tonight are coming from Dr. Carson","positive"
"#GOPDebates AKA ""Why Hilary Clinton sucks""","negative"
"#GOPDebates Stop the secular progressive movement! #Carson2016 #ClownCar","negative"
"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.cÛ_","negative"
"Jeb bush who??_Ù÷«_Ù÷«_Ù÷«_Ù÷«_Ù÷«. #gopdebates","negative"
"So, George W got the Texas accent and Jeb got that stammering one? #GOPDebates","negative"
"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#Û_","negative"
"None of these candidates seem to realize the IRS doesn't make the tax laws. They just collect the money. #GOPDebates","negative"
"RT @ccabrera83: Rand Paul is Christie's jealous boyfriend. 'You can go hug him if you want' lol #GOPDebates #FoxDebate #GOPTBT","negative"
"Fairly confident after #bencarson's last answer, he's playing the #gopdebates drinking game along with the rest of us.","positive"
"RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #GÛ_","negative"
"I feel that Universal is trying to tell me something by airing that Steve Jobs TV spot. #GOPDebates","neutral"
"Jeb Bush said it perfectly ""Hillary, *scoffs* give me a break"" 
#GOPDebates","negative"
"RT @SupermanHotMale: Dear Dr. Ben Carson, you, Sir need a labotomy #GopDebates","negative"
"RT @ccabrera83: Rand Paul is Christie's jealous boyfriend. 'You can go hug him if you want' lol #GOPDebates #FoxDebate #GOPTBT","negative"
"Trump wants to form The Night's Watch! A big wall with a fancy door! Yassssss! #GOPDebates #Trump #Republicandebate #JonSnow #GOT7","positive"
"One topic the #GOPDebates won't touch tonight: police brutality in the U.S.  Keep slingin' that mud on Hillary fellas","negative"
"It sounds like Jeb was provided his questions before the debate. ""This has happened 27 times"" like a reflex.  #GOPdebates","negative"
"You tell em @realDonaldTrump _Ùà¼_Ùàü #GOPDebates","positive"
